Year,Industry,Robots_Adopted,Productivity_Gain,Cost_Savings,Jobs_Displaced,Training_Hours
2016,Pharmaceutical,2324,7.69,246.28,176,380
2016,Food & Beverage,3596,20.51,337.58,85,275
2025,Agriculture,8361,5.39,489.61,1004,245
2024,Aerospace,3968,5.91,61.22,891,141
2020,Logistics,9008,19.28,215.2,1361,93
2024,Aerospace,1673,18.87,358.49,94,231
2018,Healthcare,6295,7.92,233.17,1687,414
2016,Energy,7332,26.8,492.6,3373,392
2025,Energy,3787,25.19,30.68,147,230
2016,Aerospace,6036,5.16,195.47,424,340
2016,Agriculture,9201,19.77,407.59,342,48
2019,Logistics,5680,11.54,392.28,2697,348
2017,Agriculture,3109,12.25,303.72,621,198
2023,Automotive,8572,24.18,89.97,4240,167
2025,Construction,7576,5.18,151.28,1049,145
2017,Electronics,7861,26.4,72.87,1755,155
2019,Pharmaceutical,9405,26.19,386.98,3091,435
2025,Logistics,6774,27.1,491.82,739,360
2018,Pharmaceutical,3510,25.92,260.24,603,158
2021,Electronics,4028,7.71,195.61,769,436
2024,Pharmaceutical,1137,12.39,471.04,71,151
2022,Energy,7234,10.01,84.57,1218,299
2020,Electronics,1184,7.08,216.78,35,48
2016,Energy,5153,9.36,240.16,2268,402
2022,Automotive,430,9.34,492.83,129,389
2017,Automotive,3599,6.96,20.03,1442,19
2023,Food & Beverage,1151,5.91,286.55,99,293
2023,Automotive,2337,9.0,261.93,464,217
2015,Automotive,65,12.97,245.86,1,280
2025,Aerospace,2394,11.98,498.75,704,84
2016,Aerospace,3035,8.6,198.36,1195,458
2020,Food & Beverage,7567,29.65,124.03,1934,302
2019,Agriculture,2935,18.03,469.9,190,155
2018,Healthcare,2871,20.19,159.17,601,374
2016,Energy,2894,29.63,287.14,23,331
2017,Aerospace,3146,7.86,465.72,1465,457
2016,Healthcare,9984,10.87,344.52,2555,473
2020,Electronics,164,10.4,173.91,19,254
2023,Food & Beverage,7039,17.69,103.22,2194,239
2022,Aerospace,1074,21.04,236.15,473,237
2023,Pharmaceutical,4596,22.86,411.82,1457,91
2018,Automotive,3527,17.38,289.65,633,133
2018,Automotive,9125,17.65,352.73,3959,347
2019,Pharmaceutical,8216,27.53,101.16,3890,471
2022,Agriculture,9926,14.56,255.94,3478,486
2015,Aerospace,8764,17.83,179.78,2207,243
2020,Agriculture,3955,9.48,66.43,1047,56
2017,Aerospace,9034,27.75,39.81,4467,367
2018,Electronics,2622,18.26,161.6,986,166
2020,Construction,552,22.21,375.79,70,190
2018,Electronics,9937,5.33,234.97,4191,159
2023,Food & Beverage,8856,13.76,415.45,1275,268
2021,Healthcare,8485,22.22,264.59,2895,218
2022,Pharmaceutical,2354,22.91,384.78,198,412
2017,Automotive,6322,14.5,55.61,800,64
2024,Food & Beverage,5621,17.48,230.16,2674,39
2023,Energy,9748,27.22,240.86,1727,97
2025,Electronics,885,10.5,68.68,54,71
2025,Electronics,2207,20.56,76.38,701,175
2016,Logistics,5975,14.83,119.97,1575,127
2020,Energy,4233,5.99,403.39,487,471
2017,Construction,8041,24.81,419.38,761,377
2018,Electronics,6056,8.64,480.04,1199,82
2021,Pharmaceutical,2833,28.78,489.73,1243,78
2024,Electronics,6359,10.88,479.54,812,308
2024,Electronics,8217,17.42,341.13,2384,349
2019,Automotive,3188,20.43,176.63,316,411
2024,Energy,805,10.21,279.83,282,484
2023,Agriculture,2742,17.48,142.64,904,92
2018,Electronics,2271,19.2,370.36,61,276
2023,Logistics,6688,28.99,97.52,330,178
2018,Healthcare,9085,21.71,245.61,1040,90
2018,Energy,1421,15.98,335.44,638,445
2015,Aerospace,2531,22.64,257.3,521,77
2015,Agriculture,7429,29.58,339.08,187,289
2017,Healthcare,9388,25.04,19.49,3037,90
2020,Automotive,8309,19.95,361.22,3812,97
2020,Aerospace,5893,12.62,479.06,2159,118
2024,Agriculture,8964,21.94,353.13,3394,285
2018,Pharmaceutical,6240,13.16,213.54,3106,302
2025,Construction,967,17.09,93.66,151,219
2016,Agriculture,8992,11.55,294.98,2836,270
2019,Agriculture,6624,25.67,257.92,2986,327
2018,Construction,7406,12.45,452.77,1178,370
2024,Healthcare,2399,7.06,422.82,1195,415
2019,Logistics,1770,10.09,497.68,184,105
2022,Pharmaceutical,7388,20.22,308.67,3400,380
2018,Logistics,7896,10.04,461.45,3920,116
2022,Automotive,9494,14.25,125.61,2363,112
2022,Energy,8921,9.74,95.29,978,390
2022,Aerospace,8562,5.99,211.35,4260,130
2025,Automotive,3726,5.79,81.99,1705,181
2019,Energy,1937,22.59,95.7,86,74
2019,Aerospace,3022,22.2,374.58,8,381
2021,Energy,8969,5.63,272.94,123,411
2019,Aerospace,3357,11.52,412.47,1311,301
2021,Agriculture,9930,17.35,281.39,2003,240
2017,Aerospace,7475,25.76,151.36,2184,439
2020,Logistics,8684,29.39,414.24,996,94
2023,Energy,2458,24.94,150.71,277,87
2022,Food & Beverage,7931,26.63,354.53,1139,99
2019,Food & Beverage,3426,21.32,379.05,1463,347
2020,Construction,1628,19.96,344.86,444,223
2020,Automotive,5016,11.4,461.91,2054,378
2023,Food & Beverage,6185,24.5,351.04,336,130
2023,Pharmaceutical,2787,17.64,430.41,823,125
2016,Logistics,4191,7.89,302.25,120,176
2024,Pharmaceutical,4050,29.21,239.47,1512,33
2019,Healthcare,4684,28.4,448.32,2142,249
2025,Electronics,6265,24.23,475.12,2744,395
2015,Logistics,4523,28.69,482.72,829,108
2021,Healthcare,999,17.15,251.21,426,277
2017,Automotive,3889,16.88,3.72,343,451
2018,Pharmaceutical,250,12.64,51.79,60,267
2018,Healthcare,4153,22.74,191.4,1370,14
2021,Food & Beverage,4984,22.29,66.87,321,134
2025,Pharmaceutical,4194,10.55,56.47,247,154
2024,Pharmaceutical,3050,12.07,483.78,429,122
2021,Construction,4388,17.76,229.71,271,54
2019,Electronics,1489,6.27,303.48,636,345
2025,Healthcare,2936,27.12,150.34,405,166
2023,Healthcare,532,9.64,472.01,247,109
2017,Energy,7039,20.52,46.96,2336,304
2024,Logistics,9532,5.62,120.79,4753,374
2017,Pharmaceutical,8368,13.6,410.25,3548,500
2024,Logistics,1679,8.04,176.74,419,356
2015,Healthcare,5410,16.29,102.58,467,155
2018,Automotive,9875,14.16,33.22,2407,73
2025,Healthcare,5434,11.52,182.76,2174,448
2022,Energy,7632,20.37,190.56,3124,143
2021,Agriculture,7482,5.98,148.74,3614,141
2023,Construction,5492,27.34,330.21,1697,114
2018,Energy,2624,7.73,353.61,600,281
2018,Logistics,5146,21.36,184.16,921,225
2019,Automotive,5990,23.51,158.2,1968,101
2023,Pharmaceutical,8031,9.81,185.09,1983,144
2020,Automotive,399,29.94,286.38,143,180
2022,Logistics,2779,10.34,140.58,211,480
2016,Construction,8466,28.41,252.4,2470,453
2024,Agriculture,2121,30.0,255.61,144,425
2022,Aerospace,9388,26.92,261.42,2344,360
2022,Automotive,2246,18.33,384.01,693,75
2018,Food & Beverage,5243,23.63,477.83,1481,160
2025,Aerospace,4743,29.84,321.0,297,241
2022,Healthcare,4639,25.91,14.88,1022,69
2018,Construction,6314,8.63,473.52,2200,176
2021,Logistics,7803,26.98,18.54,1541,105
2021,Automotive,5130,23.93,285.81,1581,73
2023,Energy,6974,17.25,7.37,2398,218
2017,Energy,3427,16.64,223.79,911,12
2025,Agriculture,7839,29.33,149.28,1942,407
2019,Healthcare,1972,27.67,430.09,244,372
2018,Construction,7988,21.96,80.45,3020,70
2024,Pharmaceutical,5241,13.45,117.77,1003,207
2020,Aerospace,2919,8.45,292.73,69,390
2021,Food & Beverage,6056,9.9,59.76,2202,333
2017,Energy,242,13.72,351.11,94,116
2015,Energy,4261,29.25,199.7,295,151
2018,Food & Beverage,5673,24.62,313.15,2277,68
2016,Electronics,4493,21.95,226.36,52,303
2017,Automotive,297,23.84,269.89,4,59
2017,Pharmaceutical,743,27.43,340.96,307,319
2025,Agriculture,4736,28.38,192.74,1709,327
2022,Healthcare,4876,9.11,276.27,1053,146
2023,Healthcare,6371,22.11,497.01,2211,307
2017,Agriculture,8369,24.5,11.07,3742,478
2022,Aerospace,263,17.29,174.56,104,449
2016,Aerospace,2212,10.25,375.71,1046,362
2022,Pharmaceutical,1797,7.2,439.83,417,486
2023,Healthcare,115,28.36,183.38,56,222
2023,Food & Beverage,9295,10.85,324.79,663,425
2023,Healthcare,2401,29.11,311.05,816,314
2017,Electronics,1779,7.95,224.36,18,243
2021,Automotive,9641,17.17,87.55,4360,169
2015,Food & Beverage,8840,12.12,320.28,719,457
2017,Energy,5333,8.63,35.38,1941,46
2023,Agriculture,4148,20.64,149.93,120,388
2018,Construction,138,9.22,7.92,49,367
2024,Logistics,5512,10.74,40.41,2133,384
2016,Agriculture,3771,27.02,243.88,212,443
2023,Logistics,8950,8.4,370.43,1498,174
2022,Pharmaceutical,1693,16.85,394.01,126,404
2022,Energy,6766,18.14,174.22,2756,427
2020,Healthcare,6076,13.01,324.03,567,344
2017,Logistics,5427,25.58,264.9,645,194
2020,Agriculture,7051,12.84,346.81,2666,284
2022,Agriculture,6348,23.83,460.79,2578,366
2016,Aerospace,8993,21.74,245.0,1266,52
2022,Pharmaceutical,4453,26.27,252.48,2172,413
2025,Agriculture,2225,5.64,410.91,667,391
2022,Electronics,8449,15.82,26.56,4069,320
2024,Automotive,3237,28.86,59.48,908,151
2017,Logistics,3692,14.15,430.16,1456,313
2019,Electronics,5137,13.88,5.6,303,416
2023,Food & Beverage,2542,10.81,354.26,749,135
2020,Construction,9577,19.29,390.43,2729,176
2020,Electronics,2180,5.47,128.3,456,136
2018,Pharmaceutical,2629,27.33,349.82,1235,147
2024,Construction,5677,9.78,95.69,1916,228
2025,Construction,9883,28.06,159.55,3264,297
2025,Pharmaceutical,7783,8.42,444.69,2075,109
2015,Construction,1951,18.08,478.74,486,253
2015,Healthcare,5685,18.95,344.21,2341,81
2023,Healthcare,7891,9.94,66.0,357,279
2015,Food & Beverage,8493,6.05,413.39,3173,409
2018,Logistics,4298,11.44,349.59,260,272
2018,Healthcare,2078,20.0,132.67,44,239
2016,Aerospace,6242,25.67,485.32,1190,22
2017,Healthcare,1545,8.87,254.76,18,298
2016,Logistics,4890,11.07,41.07,1267,268
2022,Agriculture,5177,22.85,188.49,67,412
2021,Agriculture,2455,26.36,245.62,651,436
2025,Healthcare,4403,14.21,103.73,1315,362
2020,Construction,3345,17.43,137.27,719,35
2017,Healthcare,6406,10.05,192.15,3124,264
2023,Logistics,4067,9.01,376.46,1571,73
2024,Agriculture,769,14.36,268.16,11,313
2017,Healthcare,4451,6.6,396.54,1443,317
2016,Healthcare,9185,22.97,478.47,1791,50
2025,Agriculture,7746,24.42,17.72,2362,208
2018,Food & Beverage,2725,28.65,288.14,669,280
2015,Food & Beverage,2158,14.37,54.65,892,160
2022,Pharmaceutical,5879,11.9,428.02,248,427
2021,Pharmaceutical,3605,25.16,380.23,1632,387
2017,Agriculture,1482,6.87,92.1,61,41
2021,Food & Beverage,5170,29.77,202.8,1056,449
2018,Pharmaceutical,8798,6.09,421.45,3561,441
2015,Healthcare,6516,22.79,373.81,1263,356
2016,Aerospace,4489,28.9,201.76,1679,54
2015,Electronics,7916,15.5,238.55,412,396
2024,Automotive,3369,6.57,46.67,28,467
2019,Agriculture,2245,6.41,114.19,174,73
2025,Electronics,2665,13.9,264.7,56,428
2024,Healthcare,9939,9.53,322.68,1556,323
2016,Logistics,8380,23.32,151.31,3938,202
2018,Electronics,5884,9.48,398.91,722,436
2016,Pharmaceutical,6581,17.77,255.41,3085,11
2024,Aerospace,2473,13.49,303.12,215,46
2024,Agriculture,5665,9.08,183.78,108,335
2017,Healthcare,2551,5.29,310.59,1022,123
2020,Electronics,454,18.7,394.19,106,382
2020,Logistics,9796,20.17,427.86,4425,85
2019,Automotive,915,22.09,389.55,79,252
2017,Logistics,433,10.43,326.12,138,323
2018,Agriculture,2351,28.46,215.08,281,262
2018,Automotive,3478,17.71,25.84,1573,277
2015,Logistics,5705,5.13,384.91,1630,152
2020,Electronics,8622,24.1,168.46,3893,61
2019,Electronics,532,17.15,163.52,20,209
2023,Healthcare,3535,26.77,136.03,718,16
2018,Agriculture,7078,9.95,5.52,1421,333
2019,Energy,7051,19.92,336.81,1928,492
2025,Construction,3174,28.32,322.68,349,448
2022,Aerospace,1888,13.93,103.88,893,109
2025,Aerospace,587,28.91,293.97,221,378
2019,Healthcare,8377,26.38,178.98,2613,155
2023,Energy,9068,17.78,22.15,1431,412
2015,Automotive,6492,11.8,328.89,940,57
2022,Construction,6860,11.18,248.55,165,149
2023,Agriculture,5790,20.47,86.66,2672,180
2023,Logistics,1160,8.63,460.8,54,500
2018,Food & Beverage,3419,20.77,324.56,953,449
2023,Healthcare,2738,14.41,492.07,1266,240
2021,Automotive,4109,25.49,227.53,531,360
2023,Pharmaceutical,1559,20.81,114.85,596,143
2018,Aerospace,9076,8.92,252.12,3430,90
2019,Pharmaceutical,5860,24.46,331.83,2691,458
2022,Food & Beverage,7797,14.98,260.64,3754,173
2022,Healthcare,4547,26.95,469.26,478,222
2020,Automotive,8697,12.7,176.98,3799,23
2017,Food & Beverage,2514,8.93,492.76,512,202
2016,Logistics,5829,10.41,145.84,1120,17
2017,Food & Beverage,4255,19.72,406.04,1527,206
2020,Construction,7693,28.77,448.22,2642,454
2015,Construction,6159,29.19,429.38,561,153
2024,Pharmaceutical,5544,5.36,156.04,1791,64
2019,Logistics,4316,26.73,99.8,481,251
2015,Electronics,8547,12.13,38.75,1891,331
2021,Pharmaceutical,9541,26.91,468.47,1974,431
2018,Food & Beverage,9145,12.26,303.84,119,10
2019,Automotive,4492,24.9,219.43,2218,233
2024,Construction,6331,16.28,191.83,1988,370
2015,Energy,6267,19.36,469.99,436,370
2016,Automotive,2818,7.26,417.5,831,103
2022,Electronics,4395,29.73,229.27,182,390
2022,Automotive,249,28.3,332.92,115,443
2022,Automotive,4564,26.6,369.2,1181,15
2020,Energy,7861,22.55,407.15,2097,408
2020,Aerospace,4359,29.07,236.48,1702,57
2023,Agriculture,2554,6.51,13.39,831,232
2023,Pharmaceutical,3173,28.75,358.98,406,49
2022,Logistics,4917,6.74,216.46,2074,204
2020,Logistics,4427,25.04,184.08,1275,401
2017,Aerospace,3323,20.56,85.45,595,167
2016,Energy,6833,8.72,80.83,108,285
2023,Logistics,7790,20.34,202.64,2247,228
2025,Construction,1514,11.15,439.24,706,14
2022,Healthcare,416,11.76,121.24,158,328
2024,Automotive,2968,8.78,150.48,1009,278
2020,Healthcare,4169,22.72,34.2,54,189
2024,Aerospace,1330,12.39,78.37,300,52
2015,Energy,3371,9.08,40.66,938,236
2020,Logistics,234,15.22,48.59,73,238
2024,Logistics,4748,10.92,145.02,612,263
2020,Construction,8442,10.92,452.14,1364,48
2020,Energy,8497,11.38,317.66,1516,90
2019,Healthcare,1943,29.84,441.37,146,15
2016,Construction,4836,22.02,460.04,1658,261
2022,Pharmaceutical,7208,28.98,404.8,2461,478
2022,Automotive,4647,25.71,415.44,1831,308
2023,Energy,5218,5.29,285.37,181,462
2015,Construction,528,15.7,413.72,99,391
2018,Logistics,4305,8.96,101.04,290,33
2024,Automotive,6717,8.92,236.77,3285,221
2020,Healthcare,254,12.1,132.39,16,475
2015,Automotive,6787,22.5,483.74,1563,363
2020,Healthcare,5911,28.55,260.57,2049,309
2025,Energy,8842,28.92,494.82,2770,281
2017,Pharmaceutical,5633,5.16,284.85,511,124
2016,Food & Beverage,140,16.68,183.17,54,134
2021,Energy,1890,29.69,319.17,412,332
2021,Agriculture,3840,23.73,281.58,1112,138
2025,Automotive,1037,28.99,354.45,200,253
2021,Logistics,3480,10.75,95.63,140,155
2020,Energy,3336,8.56,454.36,652,112
2025,Automotive,5281,19.05,215.94,861,51
2020,Agriculture,1138,26.82,154.92,479,64
2021,Electronics,9043,26.47,202.84,3262,60
2019,Electronics,775,12.28,4.96,291,494
2021,Automotive,4665,27.29,262.69,1241,242
2024,Electronics,102,18.0,275.49,17,356
2021,Healthcare,1538,8.93,259.13,425,90
2017,Food & Beverage,4697,21.02,76.45,1292,200
2021,Logistics,2511,21.7,122.68,509,389
2015,Aerospace,280,24.98,284.14,95,273
2024,Automotive,6503,9.52,8.1,2064,61
2020,Aerospace,4316,28.75,373.87,937,163
2017,Healthcare,886,7.12,167.66,278,475
2024,Construction,7904,23.99,405.29,1488,251
2017,Electronics,4030,15.55,76.35,1977,19
2017,Healthcare,6306,10.78,209.09,304,404
2021,Logistics,4622,14.2,217.96,1539,175
2021,Healthcare,8195,6.92,389.9,1604,432
2021,Agriculture,8155,7.72,80.4,2558,375
2021,Agriculture,7777,10.78,463.82,2181,189
2019,Food & Beverage,5615,15.19,328.46,847,186
2018,Energy,5043,24.05,44.56,1848,225
2015,Electronics,1302,5.68,409.3,533,116
2016,Aerospace,6466,28.46,121.23,19,428
2019,Agriculture,8047,28.82,182.57,2418,58
2015,Energy,9177,11.0,403.6,3671,342
2020,Pharmaceutical,1771,5.44,418.3,309,299
2016,Food & Beverage,2537,15.25,223.41,546,361
2017,Logistics,7682,28.18,407.22,1723,478
2022,Automotive,2855,28.92,61.69,1325,180
2019,Aerospace,8876,26.09,399.76,914,225
2019,Automotive,5431,22.54,159.27,82,434
2022,Construction,7269,10.27,465.1,2781,108
2020,Electronics,9599,6.52,472.54,1567,56
2024,Automotive,1945,29.2,488.03,837,484
2016,Electronics,8462,5.42,375.89,1070,203
2024,Aerospace,8414,18.43,207.29,4009,166
2025,Food & Beverage,3544,21.84,496.12,36,183
2020,Electronics,6312,28.59,85.47,179,179
2019,Food & Beverage,519,28.03,173.92,8,23
2017,Construction,4382,11.05,247.28,1007,356
2015,Agriculture,2666,23.26,392.77,1095,81
2017,Automotive,8075,21.28,185.07,694,417
2016,Construction,6902,27.98,87.19,2217,18
2024,Healthcare,3264,19.56,428.32,607,172
2018,Electronics,6115,13.77,488.35,963,323
2015,Electronics,2067,9.77,69.47,892,336
2024,Aerospace,1569,6.54,402.94,566,432
2015,Pharmaceutical,7767,16.01,374.24,3795,239
2017,Healthcare,2918,15.25,124.39,813,394
2020,Aerospace,1641,27.35,307.91,299,268
2020,Agriculture,905,10.87,55.64,417,142
2018,Healthcare,7952,17.98,313.21,2220,244
2025,Healthcare,3189,23.27,350.31,620,80
2016,Energy,6345,9.51,77.05,469,475
2023,Electronics,7277,10.18,332.16,259,301
2016,Energy,2966,29.55,337.95,1148,303
2017,Logistics,2916,12.17,405.27,622,298
2025,Pharmaceutical,3823,15.94,291.47,1077,500
2020,Pharmaceutical,2649,16.93,438.57,560,405
2015,Pharmaceutical,2350,14.42,363.66,168,135
2020,Automotive,1850,23.57,248.11,29,404
2016,Aerospace,9918,6.01,113.58,1184,195
2017,Food & Beverage,1270,7.94,343.99,68,27
2023,Pharmaceutical,3540,23.85,71.03,922,494
2020,Aerospace,3909,9.63,129.04,1110,395
2020,Aerospace,2642,10.32,145.54,659,25
2025,Logistics,5844,27.83,156.52,1173,294
2018,Logistics,3591,15.75,75.44,29,216
2019,Aerospace,7165,28.26,49.46,2246,498
2016,Electronics,8779,23.41,302.87,570,369
2021,Electronics,5544,5.39,367.87,2275,185
2017,Automotive,7312,28.29,359.9,1788,148
2018,Aerospace,2211,21.03,333.44,484,219
2020,Logistics,1430,27.21,244.74,508,91
2018,Automotive,9988,21.3,130.2,4820,391
2025,Automotive,5304,21.82,81.47,917,417
2020,Aerospace,5253,23.24,456.88,1139,482
2016,Automotive,390,28.7,123.99,27,235
2020,Automotive,7769,13.21,134.06,780,257
2024,Electronics,5309,19.34,332.54,335,439
2019,Electronics,7192,5.26,293.88,1168,433
2023,Food & Beverage,5894,14.75,457.01,2720,399
2016,Food & Beverage,8553,24.41,165.94,1992,424
2021,Energy,6591,12.39,411.07,474,94
2019,Agriculture,4689,10.29,359.85,1885,427
2020,Electronics,227,12.77,469.24,10,293
2022,Food & Beverage,4166,7.24,200.63,1430,234
2023,Electronics,5597,14.37,188.65,301,226
2017,Energy,5221,28.74,127.63,42,127
2016,Healthcare,8569,18.72,357.76,2646,55
2021,Logistics,4426,9.01,323.07,458,261
2016,Agriculture,339,6.36,408.55,8,187
2020,Agriculture,2959,6.14,291.92,545,184
2016,Food & Beverage,3514,13.37,94.36,1028,16
2022,Agriculture,8103,16.58,302.4,76,191
2024,Aerospace,8104,9.8,365.06,3558,209
2020,Construction,4248,8.75,15.45,805,173
2022,Energy,8680,13.38,354.75,2176,98
2024,Agriculture,3406,10.38,286.47,1282,49
2016,Energy,7165,19.52,399.86,980,491
2018,Construction,6998,24.44,133.69,1636,292
2018,Agriculture,3492,24.44,279.74,1357,393
2018,Pharmaceutical,3243,20.92,272.11,609,243
2016,Energy,9397,24.36,218.07,1334,265
2017,Logistics,2523,13.2,270.6,697,11
2019,Construction,8541,22.22,454.1,1080,349
2020,Agriculture,6827,9.54,402.68,44,484
2022,Pharmaceutical,8286,25.22,458.02,3386,335
2021,Pharmaceutical,6914,19.94,239.9,882,422
2016,Energy,2993,10.54,9.8,483,131
2018,Healthcare,5096,12.81,370.92,643,106
2015,Healthcare,3714,25.54,444.38,1669,241
2020,Automotive,4392,25.89,430.69,434,475
2019,Agriculture,6467,28.84,260.81,1310,493
2023,Automotive,8903,15.96,35.45,3631,423
2019,Aerospace,9769,25.58,43.64,1733,299
2023,Pharmaceutical,9693,27.73,367.2,3779,234
2021,Agriculture,3478,13.67,98.49,1438,85
2018,Pharmaceutical,1585,10.06,67.68,153,224
2017,Automotive,6735,15.3,349.38,1870,120
2025,Pharmaceutical,9534,27.15,16.82,2434,288
2023,Food & Beverage,2514,23.41,463.25,885,227
2024,Electronics,3934,19.41,252.4,1848,192
2016,Electronics,5690,18.45,172.16,2167,28
2023,Pharmaceutical,5437,20.31,391.05,1976,241
2022,Pharmaceutical,9611,14.94,138.01,1258,127
2017,Pharmaceutical,2114,10.23,83.44,504,15
2018,Aerospace,7345,18.09,71.81,2100,453
2016,Logistics,607,13.24,28.85,159,250
2025,Aerospace,6169,9.45,64.69,1140,299
2016,Pharmaceutical,995,10.7,2.39,439,150
2015,Pharmaceutical,6725,29.79,39.53,497,88
2024,Construction,8490,22.18,103.5,522,419
2017,Logistics,9764,13.32,380.05,1575,103
2024,Pharmaceutical,4240,28.35,476.34,2023,250
2021,Logistics,1082,27.87,6.82,476,24
2016,Energy,8498,13.33,219.49,3763,278
2020,Energy,4722,24.72,56.46,1498,49
2021,Food & Beverage,993,5.68,392.15,431,189
2021,Construction,996,24.89,124.43,436,80
2021,Energy,9057,23.64,497.67,94,237
2021,Food & Beverage,7182,11.65,86.38,1103,175
2023,Energy,8986,21.15,448.52,1513,163
2016,Agriculture,7196,7.81,129.84,124,431
2020,Pharmaceutical,5998,11.77,298.6,599,15
2024,Construction,9385,23.79,456.3,10,489
2015,Healthcare,8439,21.78,129.33,3011,178
2022,Food & Beverage,3681,6.39,203.34,1508,418
2016,Logistics,4465,15.75,337.01,1137,266
2020,Electronics,2846,24.49,204.13,1228,150
2022,Healthcare,3147,6.37,53.51,985,66
2022,Energy,3709,29.33,298.89,1088,389
2020,Automotive,6099,26.01,85.45,2688,476
2017,Logistics,227,12.38,114.56,67,296
2015,Energy,6553,14.15,63.43,2304,291
2015,Pharmaceutical,7344,14.14,427.54,3429,13
2018,Energy,6746,19.04,222.44,1666,362
2017,Logistics,1836,17.2,180.14,38,340
2019,Energy,3711,18.81,80.95,295,38
2019,Agriculture,6436,5.51,494.27,1943,226
2015,Electronics,2446,13.19,74.91,852,47
2019,Electronics,4849,6.59,357.5,1701,263
2025,Food & Beverage,5077,23.03,485.57,228,499
2024,Healthcare,5567,24.21,362.38,1619,175
2017,Electronics,7600,9.31,300.01,1201,486
2024,Aerospace,3947,15.47,155.03,32,471
2024,Aerospace,4897,8.37,388.05,1782,253
2019,Construction,1249,16.45,236.92,113,190
2022,Construction,5310,9.17,406.04,179,133
2015,Agriculture,7915,9.03,297.45,2235,290
2020,Logistics,4767,24.89,245.29,1742,295
2019,Logistics,7240,22.11,446.36,659,306
2022,Energy,3195,28.72,114.18,662,216
2024,Logistics,9809,24.51,456.8,2688,303
2024,Pharmaceutical,2387,9.4,190.03,74,278
2020,Automotive,7343,20.18,308.98,1773,235
2015,Aerospace,1796,26.98,33.22,736,385
2024,Food & Beverage,3780,18.33,231.06,127,440
2019,Food & Beverage,7264,19.61,115.36,1151,69
2023,Pharmaceutical,7467,29.53,127.92,2942,285
2020,Aerospace,2126,14.12,207.26,350,317
2019,Pharmaceutical,9238,11.72,363.75,953,134
2024,Energy,8813,17.88,82.31,1501,178
2015,Construction,972,16.24,268.8,207,335
2016,Construction,9880,12.7,63.26,3403,21
2023,Food & Beverage,5469,27.83,143.09,2399,29
2023,Agriculture,7692,18.31,129.73,2883,364
2023,Pharmaceutical,342,7.87,131.11,156,460
2021,Food & Beverage,7678,18.62,269.08,1173,448
2022,Automotive,2268,27.71,12.84,801,152
2015,Pharmaceutical,4495,21.06,290.36,18,336
2015,Healthcare,3980,13.83,51.95,919,386
2021,Logistics,9290,26.88,453.97,707,259
2019,Automotive,3860,29.9,367.42,722,360
2022,Food & Beverage,123,15.27,424.69,33,430
2016,Electronics,4272,28.38,388.08,1881,110
2020,Energy,2488,16.06,480.02,258,259
2021,Healthcare,9226,23.47,47.71,2036,109
2023,Food & Beverage,548,18.9,423.78,54,204
2015,Healthcare,5958,25.62,264.78,2503,440
2019,Aerospace,3568,18.52,358.15,1244,134
2017,Food & Beverage,4450,20.24,216.55,409,74
2025,Electronics,3236,28.8,24.61,1332,86
2024,Aerospace,7564,26.67,236.89,3067,294
2022,Healthcare,9218,24.05,280.28,232,284
2024,Energy,5201,20.66,251.76,1696,298
2016,Electronics,9334,9.16,478.57,3707,291
2019,Agriculture,2344,11.81,216.24,384,350
2017,Healthcare,5824,17.18,411.31,452,425
2025,Automotive,4120,24.84,367.95,768,300
2022,Food & Beverage,2682,27.87,382.48,969,493
2018,Electronics,4256,18.52,357.9,1349,53
2020,Electronics,1491,27.84,114.03,738,416
2021,Healthcare,9555,9.01,446.77,668,368
2016,Food & Beverage,9057,14.01,231.13,1964,325
2023,Agriculture,8039,6.78,334.99,1677,316
2016,Pharmaceutical,7643,8.01,290.09,6,352
2024,Healthcare,6916,10.22,216.41,865,493
2019,Agriculture,1345,20.83,8.13,590,83
2016,Automotive,8341,8.55,89.28,3280,239
2021,Energy,1141,11.08,265.39,420,449
2015,Energy,246,20.16,43.65,88,85
2020,Construction,2692,5.58,475.19,692,238
2015,Aerospace,4818,27.08,77.91,1635,74
2015,Healthcare,5965,8.61,416.42,1920,235
2018,Energy,4397,16.6,48.21,729,407
2021,Aerospace,7799,7.26,452.8,3882,200
2023,Pharmaceutical,2628,17.63,360.38,666,230
2017,Food & Beverage,429,13.56,386.55,22,53
2017,Pharmaceutical,4339,13.23,268.29,2019,444
2016,Food & Beverage,9338,6.93,297.92,2590,488
2021,Logistics,4471,8.5,80.55,582,392
2021,Electronics,3785,15.46,245.85,303,30
2022,Agriculture,8953,10.77,141.04,4201,496
2020,Pharmaceutical,8874,16.29,490.07,1631,190
2019,Pharmaceutical,9869,22.01,198.89,1559,463
2022,Aerospace,8482,11.96,49.55,2330,98
2021,Construction,6198,17.46,325.06,1969,367
2015,Healthcare,300,9.88,182.19,119,217
2025,Automotive,284,10.0,32.14,60,244
2019,Healthcare,5872,20.68,388.43,1974,95
2018,Electronics,5314,9.93,294.72,2168,378
2018,Agriculture,729,25.37,152.15,257,92
2024,Electronics,6257,13.56,131.33,2207,147
2015,Construction,316,28.32,473.6,37,433
2021,Automotive,6697,22.35,265.53,2232,330
2024,Aerospace,7528,14.6,92.37,3634,92
2020,Electronics,8984,22.52,334.59,3763,108
2024,Logistics,7249,14.38,446.23,221,13
